"[  0   1   0   1   0   0   0   1   1   0   0   1   1   1   0   1   1   1
   1   1   0   1   1   0   0   1   0   0   1   0   0   0   0   0   1   0
   1   1   1   1   0   1   0   1   1   1   1   0   0   0   0   1   0   1
   1   1   1   0   0   0   0   1   1   1   0   0   1   0   1   0   1   0
   0   0   0   0   1  13  29 129 129   3   2   2   2   2   1   1   0   0
   3   0   3   2   2   0   3   1   0   1   1   0   3   1   3   3   2   1
   3   2   2   3   0   1   1   1   0   3   0   3   3   0   3   0   2   3
   1   2   1   0   1   1   3   1   1   0   3   3   2   1   2   2   1   0
   0   0   1   2   1   0   2   0   1   2   2   2   2   1   1   8   1  25
   8   9   2   1   6   3   1   2   4   0   1  16   0  24  13  30   0   0
  12   0   0   2   7   0]"
"[  1   1   0   1   0   0   0   1   0   0   0   1   1   1   0   1   1   1
   0   1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   1   1
   0   1   0   1   0   0   0   1   1   1   1   1   0   0   0   1   0   1
   0   1   1   0   0   1   0   1   1   1   1   0   0   0   0   0   1   0
   0   0   0   0   1  13  14 129  11   3   2   2   2   2   1   1   3   0
   2   2   3   2   2   0   3   1   2   1   0   0   3   1   0   1   1   1
   3   0   2   2   0   3   1   1   0   3   0   3   3   0   3   0   3   0
   1   3   2   1   2   1   3   0   3   0   3   2   2   1   2   2   1   0
   0   0   1   1   1   0   2   1   1   2   2   2   2   1   1  18   1  15
   8   9   2   1  14   3   0   2   4   0   0   4   0  11   8  30   0   0
   7   0   0   2   7   3]"
"[  1   1   0   1   0   0   0   0   0   0   0   1   1   1   0   1   1   1
   1   1   0   1   1   1   0   0   0   0   1   0   0   0   0   0   1   1
   1   1   0   1   0   0   0   1   0   1   1   0   0   0   0   1   0   1
   1   1   1   0   0   0   0   1   1   1   0   0   0   0   1   1   0   0
   0   0   0   0   1   4   7 129 165   3   2   2   2   2   1   1   0   0
   1   0   3   2   2   0   3   1   2   1   0   0   3   1   2   1   3   1
   3   2   2   3   0   1   1   1   0   0   0   3   3   3   3   0   1   3
   1   3   2   0   1   1   1   1   3   0   3   0   2   1   2   2   2   0
   0   0   1   1   0   1   2   0   1   2   2   2   2   1   2  28   1  15
  13  31   2   1   3   2   2   2   5   0   2   4   0  14  13  45   0   0
  12   0   0   2   7   3]"
"[  1   1   0   1   0   1   0   1   0   0   0   1   1   1   0   1   1   1
   0   1   0   1   0   1   1   0   0   1   1   0   0   0   0   0   1   1
   1   1   0   1   0   0   0   1   0   1   1   0   0   0   0   1   0   1
   1   1   1   0   0   0   0   1   1   1   0   0   0   1   1   1   1   0
   0   0   0   0   1  11  29 129  92   3   2   3   2   2   1   1   0   2
   1   0   2   2   2   0   3   1   2   1   0   0   3   1   0   1   3   1
   1   2   2   0   0   1   0   3   0   3   0   3   3   0   3   0   0   3
   1   3   3   0   1   2   1   1   3   0   3   2   2   1   2   2   1   0
   0   0   1   1   0   1   2   2   1   2   2   2   2   1   1   8   3  15
   8  31   2   1   2   3   1   2   5   0   1  12   0  14  13  45   0   0
   9   0   0   0   7   0]"
"[  0   1   1   1   1   1   1   0   1   0   0   1   1   1   1   1   0   0
   0   0   1   0   0   0   1   0   0   0   1   1   0   0   1   0   0   0
   1   0   0   0   1   0   0   1   1   0   0   1   1   0   1   0   1   1
   1   1   0   0   1   0   0   0   0   0   0   1   1   1   0   0   0   0
   1   1   0   0   1   9   3  75 117   0   1   3   3   0   0   0   1   3
   2   1   2   3   3   0   2   0   1   0   2   0   3   3   3   0   0   3
   3   1   0   2   2   2   1   1   1   1   2   2   3   3   3   0   0   3
   1   0   1   0   0   0   0   3   3   2   1   3   1   2   1   0   1   0
   0   2   0   0   0   1   2   2   1   1   2   0   0   2   2  25   2  29
  13  44   2   0   0   2   1   2   4   3   0  19   3   7  12  55   2   0
  11   0   0   0   2   2]"
"[  0   0   1   1   0   1   0   0   0   0   0   0   0   0   1   1   0   0
   1   0   1   0   0   0   1   0   1   1   0   1   0   0   1   1   1   1
   1   0   1   0   0   0   0   1   1   0   1   0   1   1   0   1   0   0
   0   0   0   0   0   1   0   1   0   1   1   1   1   1   1   0   1   0
   0   0   1   0   0   6  11   8 172   2   1   1   3   0   0   2   0   0
   1   1   3   1   0   2   0   2   0   2   2   2   2   2   3   0   3   2
   2   3   3   2   1   2   3   2   1   0   3   2   0   1   3   0   1   0
   3   1   3   2   0   3   0   2   3   0   3   0   0   1   2   2   1   2
   1   1   1   1   0   1   1   2   1   1   2   2   2   2   0   1   2   8
   2  60   3   0  11   2   2   1   5   2   2  29   1   6   8  11   0   0
  13   1   2   1   3   0]"
"[  1   0   0   1   0   1   0   0   1   0   0   0   1   1   0   0   1   1
   1   0   1   0   1   0   1   0   0   0   0   1   0   0   1   1   0   1
   0   1   1   1   1   1   0   0   0   1   1   0   1   0   1   0   1   1
   1   1   0   1   0   0   1   0   0   1   1   0   1   0   1   1   1   0
   1   1   0   0   0   3  17 133 175   2   1   0   0   3   1   0   3   1
   0   1   2   1   0   0   0   3   0   2   1   2   2   3   0   0   2   3
   0   0   1   2   2   0   3   2   0   2   1   0   0   1   2   3   2   0
   0   1   2   1   1   3   0   0   2   0   1   2   2   0   0   0   2   2
   1   1   2   2   0   0   1   2   2   0   2   0   0   1   0   7   5  16
   4  21   0   0  13   3   3   0   3   1   3   2   4   9   9  42   4   0
   9   3   1   3   0   3]"
"[ 1  0  1  1  1  1  0  0  0  0  0  0  1  0  0  0  1  1  0  0  1  0  0  0
  1  0  1  0  0  0  1  0  1  1  1  0  0  1  1  0  0  0  1  1  1  0  1  0
  1  1  0  0  1  1  1  0  0  1  0  0  1  1  0  0  0  0  0  1  1  1  0  0
  0  1  0  0  0 13  3 55 26  2  1  1  0  0  0  2  3  2  3  1  1  3  0  2
  0  0  1  2  1  2  2  0  3  2  2  0  0  3  3  0  2  2  2  0  0  0  2  0
  1  2  2  3  1  2  0  1  3  3  1  0  0  3  2  0  1  2  0  2  0  0  0  2
  1  1  2  2  1  1  1  2  1  1  2  2  0  0  0 31  0 30 11  5  1  0 12  3
  1  0  3  0  1 26  1  9  9 36  1  0  4  1  1  1  1  0]"
"[  1   0   0   1   0   1   0   0   1   0   0   1   1   0   0   1   1   1
   1   0   1   0   1   1   0   1   1   1   0   1   0   1   1   1   0   0
   0   1   1   1   0   0   0   0   0   0   0   0   0   1   0   0   0   1
   1   1   0   1   0   0   1   1   1   1   0   0   1   0   0   1   1   0
   1   1   0   1   0   3   6  63 148   2   3   2   1   0   0   2   1   1
   3   1   1   1   0   0   0   0   0   1   2   0   2   0   0   0   2   0
   0   0   1   1   3   2   0   0   3   3   2   2   1   2   2   3   3   0
   0   2   2   0   1   0   0   1   3   0   2   2   0   2   0   2   2   2
   1   0   0   0   1   2   1   1   2   2   2   2   0   2   3  30   2   4
   5  26   0   1  14   1   1   3   3   0   0  18   1  22   9   2   2   0
   4   1   1   0   0   1]"
"[  1   0   0   1   0   1   0   0   1   1   0   1   1   0   0   1   1   0
   1   0   1   0   0   0   0   1   1   1   0   0   0   0   1   0   1   0
   0   1   0   0   1   0   0   0   0   0   1   0   1   1   0   0   0   0
   0   0   0   1   0   0   1   1   0   1   0   0   1   1   1   1   1   0
   1   1   0   1   1  14   4 117  41   1   3   3   3   0   0   0   1   1
   3   0   1   1   0   1   0   2   2   2   2   1   2   2   2   2   2   1
   0   0   2   0   3   2   0   0   3   3   3   2   1   2   1   3   3   2
   3   2   2   3   1   0   0   1   2   0   3   3   2   0   0   0   0   0
   1   0   0   2   0   1   1   0   2   0   2   2   0   2   3  29   2   6
   1  51   0   1   8   3   0   0   7   0   2  18   3  20   9  45   4   0
  14   2   1   3   0   0]"
"[  1   0   0   1   0   1   0   0   1   0   0   0   1   0   1   1   1   1
   1   0   1   0   1   0   0   1   1   1   1   1   1   0   0   0   1   0
   0   1   1   0   0   0   0   0   1   0   1   0   0   0   1   0   1   0
   0   1   1   1   0   1   1   1   0   1   0   0   0   0   1   1   1   0
   1   1   0   1   0  14   5 116  15   2   1   2   0   0   0   0   1   1
   3   0   1   1   0   0   0   1   0   1   2   0   2   3   0   2   2   3
   2   0   2   1   3   0   0   0   3   0   2   2   1   2   2   0   2   2
   0   2   2   3   1   0   1   0   3   3   2   2   2   0   2   0   0   2
   1   0   2   0   1   0   1   2   2   0   2   2   0   2   1  15   2  27
  11  26   2   1  13   3   1   0   7   0   3  20   5  23   0  34   2   0
   4   3   3   1   6   0]"
"[  1   1   0   1   1   1   0   1   1   0   1   0   1   0   1   1   1   1
   1   0   1   0   1   1   0   1   1   1   0   0   1   0   1   1   1   0
   0   0   0   1   1   1   0   0   1   0   0   0   0   1   1   0   1   0
   0   0   0   1   0   1   1   1   1   1   0   0   0   0   0   1   1   0
   1   1   0   1   0  14  22  82 143   1   1   2   1   0   0   2   1   2
   3   3   2   1   0   2   0   3   1   1   2   3   2   1   1   2   2   3
   0   3   2   1   0   0   1   1   1   2   0   2   3   2   2   3   0   2
   0   2   0   1   1   0   0   3   3   0   3   2   2   2   0   0   0   2
   0   2   0   2   1   2   1   2   2   0   2   0   0   2   2  15   0   7
   7  15   0   1   8   3   2   0   7   0   3  18   2   0   9  52   2   0
  15   3   1   1   4   0]"
"[  1   0   0   1   0   0   0   0   1   0   0   0   1   0   1   1   1   1
   1   0   1   0   1   0   0   1   0   1   0   0   1   0   1   1   0   0
   0   0   1   0   1   1   0   0   1   0   1   0   0   1   0   0   1   0
   0   0   1   1   0   1   1   1   1   0   0   0   1   0   0   1   1   0
   1   1   0   0   0  12  38 109 105   2   1   2   3   0   0   0   1   0
   1   1   1   1   0   0   0   1   0   0   2   3   1   1   0   2   2   3
   0   0   3   0   1   2   2   1   1   2   2   2   1   2   2   3   2   2
   0   2   0   3   2   0   0   3   3   0   2   2   2   0   2   0   0   0
   1   2   2   0   0   2   1   2   2   0   2   2   1   2   3  15   0   6
  10  10   0   1   8   1   1   0   2   0   1  18   0  20   9  34   2   0
  14   2   1   1   0   1]"
"[  0   1   0   1   1   1   0   0   1   0   0   0   1   0   1   1   1   0
   1   0   0   0   1   0   0   1   0   1   0   0   1   0   1   1   1   0
   0   0   1   0   1   1   0   0   1   0   0   0   0   1   1   0   0   1
   0   0   1   1   0   1   0   1   1   0   0   0   1   1   0   1   0   0
   1   1   0   1   0  13  38  27 114   1   1   2   0   0   0   3   1   0
   3   0   1   1   0   0   0   1   1   2   2   3   2   2   0   2   2   3
   0   0   2   0   1   1   0   2   3   2   2   1   1   2   2   3   0   0
   0   3   0   1   1   0   0   3   3   0   2   2   0   2   0   0   0   0
   1   1   0   0   0   2   1   2   0   0   2   2   0   2   3  29   2  12
   5  60   0   0  11   3   2   0   2   0   2  18   5  30   6  37   2   0
  14   3   1   3   5   0]"
"[  1   0   0   1   0   1   0   0   1   0   0   0   1   0   1   1   1   0
   1   0   1   0   0   0   0   1   0   1   0   0   0   1   0   1   1   0
   0   0   1   0   1   1   0   0   0   0   1   0   1   1   1   1   1   0
   1   0   1   1   0   1   1   1   0   0   0   0   1   1   0   1   1   0
   1   1   0   1   0   3  38 167 109   1   1   3   1   0   0   3   1   1
   3   1   1   3   2   0   2   2   1   1   2   0   2   1   0   2   2   3
   0   0   2   0   1   1   0   2   3   1   2   1   1   2   0   3   0   0
   0   2   0   1   1   0   0   3   3   0   2   2   1   2   0   0   0   2
   1   1   0   2   0   1   1   0   2   0   2   2   0   2   2  30   0   6
   5  27   0   1   3   1   2   1   2   0   3  18   0  28   6  34   2   0
  14   2   1   3   6   0]"
"[  0   1   1   1   1   0   0   0   1   0   0   0   1   0   1   1   1   1
   1   0   1   0   0   0   0   1   1   1   0   0   0   0   1   1   1   0
   0   0   1   0   1   0   0   0   1   0   1   0   0   1   1   1   1   1
   1   0   1   1   0   1   0   1   0   0   0   0   1   0   0   1   1   0
   0   1   0   1   0   7  37  37 118   1   1   3   0   0   0   3   1   2
   3   0   1   3   1   0   0   2   1   2   2   2   2   1   0   2   2   3
   0   0   0   1   1   1   2   1   3   2   2   2   3   0   0   3   0   2
   0   2   0   1   1   0   1   3   3   3   2   2   2   0   2   0   0   0
   0   2   0   0   2   2   1   2   1   0   2   0   0   2   3   3   3  20
   9  26   0   1   8   3   2   0   3   0   2  12   3  28   8  34   2   0
  13   3   1   3   6   1]"
"[ 0  0  1  1  0  1  1  0  1  0  0  0  1  0  1  1  1  1  1  0  1  0  1  0
  1  0  1  1  1  0  0  1  1  1  1  0  0  0  1  0  0  1  0  0  1  1  1  1
  1  1  1  1  1  0  0  1  0  1  0  1  0  1  1  0  0  0  1  1  0  1  1  0
  1  1  0  1  0 14 17 95 18  1  1  0  0  0  0  3  3  1  3  2  1  3  1  1
  1  2  1  2  2  0  1  1  0  2  2  3  0  0  2  0  2  0  2  2  3  3  2  1
  0  2  2  3  0  1  0  2  2  1  1  0  1  3  3  0  2  2  1  2  0  0  0  1
  1  1  0  0  2  2  1  2  0  0  2  1  0  2  3 29  4 12 10 26  0  1  8  1
  0  0  1  1  3 26  3  0  0 26  2  0 14  3  1  0  1  1]"
"[  0   1   1   1   1   0   0   0   1   0   0   0   1   0   1   1   1   0
   1   0   0   0   0   0   0   1   1   1   1   1   0   1   1   1   1   0
   0   0   1   0   1   1   1   1   1   1   0   0   0   1   1   1   1   1
   1   1   1   1   0   1   0   1   0   0   0   0   0   1   0   1   1   1
   1   1   0   1   0  16  38 101 114   2   1   3   1   0   0   2   1   1
   3   2   1   3   0   0   0   2   1   1   2   0   1   2   1   2   2   3
   0   1   2   1   3   0   0   2   3   1   3   2   3   2   1   3   0   2
   0   1   2   1   1   0   0   3   3   3   1   2   1   2   0   0   0   0
   2   0   0   0   0   2   1   2   1   0   2   1   0   2   3  27   3   6
  10  27   0   1   3   1   1   0   3   1   3   5   4  31   6  34   2   0
  14   2   1   0   1   0]"
"[  0   0   1   1   0   1   0   0   1   0   0   0   1   0   1   0   1   0
   1   0   1   0   1   1   1   1   1   1   0   1   0   1   1   1   1   1
   0   0   1   0   1   1   0   0   1   0   0   0   1   1   1   0   1   0
   0   0   0   1   0   1   0   1   0   0   0   0   1   0   0   1   1   0
   1   1   0   1   0   0  19  85 147   1   1   3   1   0   0   2   3   3
   3   1   1   3   0   2   3   1   2   0   2   0   1   1   3   2   1   3
   0   0   2   0   1   2   2   2   3   0   3   2   3   2   1   3   2   2
   2   2   2   1   1   0   0   3   3   0   2   2   1   2   2   0   2   0
   1   2   0   0   0   2   1   0   0   0   2   1   0   1   3  27   4   6
  10  25   0   1   4   1   1   0   3   0   3   8   4  12   6  34   2   0
  14   3   1   0   6   0]"
"[  0   0   1   0   1   1   0   0   1   0   0   0   1   0   1   0   1   1
   1   0   1   0   0   0   0   1   1   1   0   0   0   1   1   1   1   1
   0   0   1   1   1   1   0   0   1   1   0   1   1   1   1   1   1   0
   1   1   0   1   1   1   0   0   0   0   0   0   1   0   0   1   1   0
   1   0   0   1   0   5  25 118  47   2   1   1   1   0   0   3   1   1
   3   1   1   3   0   2   0   2   1   1   2   1   2   1   3   2   0   0
   0   1   2   0   3   0   2   1   3   1   1   1   1   2   2   3   0   2
   0   1   0   1   1   0   0   3   3   0   2   2   1   2   0   0   0   0
   1   2   0   0   0   2   1   0   0   0   2   1   0   2   2  27   2   6
   4  14   0   1   3   1   1   0   3   1   1  18   4  12   6  34   2   0
  14   2   1   3   6   0]"
"[  0   1   1   1   0   1   0   0   1   0   0   0   0   0   1   0   1   1
   1   0   1   0   1   0   1   1   0   1   0   0   0   1   1   1   0   0
   0   0   1   0   1   1   0   0   1   1   1   0   1   1   1   1   1   0
   1   1   0   1   1   1   1   1   0   1   0   0   0   0   0   1   0   0
   1   1   0   1   0  16  36 100 105   2   1   2   1   0   0   3   3   1
   3   1   1   3   1   2   0   2   1   1   2   2   2   0   3   2   2   3
   0   1   2   0   3   0   1   2   1   1   2   1   0   2   1   3   0   0
   0   3   0   1   1   0   2   3   2   2   1   2   2   0   0   0   0   0
   2   2   2   0   0   2   1   2   0   0   2   0   0   2   1   3   3  12
  10  27   0   1   8   1   1   0   3   0   0  18   4  12  11  34   4   0
  12   1   2   3   6   0]"
"[  0   0   1   1   1   1   0   0   1   0   0   1   0   0   1   0   1   1
   1   0   1   0   0   0   1   1   0   1   0   0   0   1   1   1   1   1
   0   0   1   0   1   1   0   1   1   0   1   0   1   1   0   1   1   0
   0   0   0   1   1   1   0   1   0   0   0   0   0   1   0   1   0   1
   1   1   0   1   0  16  17 120 133   2   1   1   0   0   0   3   3   1
   3   1   1   3   1   2   0   2   1   0   2   0   3   1   0   2   2   3
   0   1   3   0   3   0   1   2   3   3   3   1   0   2   1   3   0   0
   0   3   0   1   1   0   2   3   3   3   1   2   0   0   0   0   0   0
   2   2   2   2   2   2   1   2   0   0   2   1   0   2   1  27   2  12
  10  27   0   0   3   1   1   0   3   0   0  18   4  12   6  26   4   0
  15   3   1   1   6   0]"
"[  0   1   0   1   0   0   0   1   1   0   1   0   1   1   1   1   1   1
   0   1   1   1   1   1   1   1   0   0   1   0   1   0   1   1   1   1
   1   0   1   1   0   0   0   0   0   1   1   1   0   0   0   0   0   0
   1   1   1   0   1   0   1   1   1   1   0   0   1   1   1   0   0   0
   0   0   0   1   1   8  40 162   7   3   2   2   2   2   0   3   0   2
   1   0   2   2   2   0   3   3   2   3   2   0   3   0   1   3   2   1
   0   2   2   3   0   0   1   1   0   1   0   1   3   0   3   2   3   0
   1   3   2   0   2   1   3   1   2   1   3   3   2   0   2   2   1   0
   0   0   1   1   1   1   2   0   0   1   0   1   2   1   2   8   1  12
   8  10   2   0   9   3   1   0   1   0   0  20   0  19   3  16   0   0
  15   0   0   2   7   3]"
"[  0   1   0   0   0   0   1   0   0   0   1   0   1   1   0   1   0   1
   0   1   0   1   1   1   1   1   0   0   0   0   1   1   0   0   1   1
   1   1   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0   0
   1   0   1   1   1   0   1   0   1   1   0   1   1   1   1   0   1   0
   0   1   0   0   1  19   2 188 160   3   0   3   2   2   3   3   0   2
   2   0   2   2   2   0   3   1   2   3   2   0   3   0   2   2   2   1
   1   2   3   2   0   0   3   0   2   1   0   1   2   1   3   2   3   0
   1   3   0   0   3   1   3   1   0   1   3   1   2   0   1   2   1   0
   0   1   1   2   1   0   2   0   0   2   0   0   2   1   2   6   4  15
   8  41   2   0   9   3   1   2   0   2   1  20   4   3   8  29   0   0
   7   0   0   0   7   0]"
"[  0   1   0   0   0   1   0   0   1   1   1   0   1   0   0   1   0   1
   0   1   1   1   1   1   1   1   0   0   1   0   0   0   0   1   1   0
   0   0   0   1   1   0   0   0   0   1   1   0   0   0   0   1   0   0
   1   1   1   0   1   0   0   0   1   1   0   1   0   1   1   0   1   0
   0   0   0   0   0  19   2 170 165   0   2   3   2   2   3   3   0   2
   1   0   2   1   2   0   3   1   2   3   3   0   3   0   2   2   2   1
   1   2   3   3   0   0   1   0   2   1   0   2   3   1   3   1   1   1
   1   3   3   0   2   1   3   1   0   2   3   0   2   1   2   2   2   1
   0   1   0   1   1   1   2   0   0   2   0   0   2   1   2   8   4  10
   8  54   2   1   7   3   1   2   0   2   2   9   4  23  13  16   0   0
   2   0   0   0   7   1]"
"[ 0  1  0  0  0  0  1  1  1  1  1  0  1  0  0  1  0  1  0  1  0  1  1  1
  1  1  0  0  1  0  1  0  1  0  0  1  1  0  0  1  1  0  0  1  0  1  1  0
  0  0  0  1  1  0  1  1  1  1  1  1  0  1  1  0  0  1  1  1  1  0  1  0
  0  0  0  0  0 19  2 57 23  0  2  1  2  1  3  3  0  2  1  0  2  2  2  0
  3  3  2  3  2  0  3  0  2  2  2  1  1  2  3  3  0  3  3  1  3  3  1  2
  3  3  3  1  2  0  1  3  0  0  0  2  3  1  0  2  3  2  2  1  1  1  1  0
  0  0  2  1  1  1  2  0  0  2  0  0  2  1  2  8  4 15  8  9  2  0  5  3
  1  2  6  3  2 17  3 23  8 29  0  0  3  0  0  2  7  0]"
"[  0   1   1   0   0   0   0   1   1   1   0   0   1   0   0   1   0   1
   0   1   0   1   1   1   1   1   0   0   1   0   1   0   0   0   0   1
   1   0   1   1   1   0   0   0   0   1   0   0   1   0   0   1   0   0
   1   1   1   1   1   0   0   0   1   1   1   1   1   1   1   0   1   0
   0   0   1   0   0  19  29  57 144   0   3   3   1   0   3   3   0   1
   2   0   2   2   2   0   3   1   2   3   0   0   3   0   2   0   2   0
   1   2   2   3   2   3   2   0   2   3   1   3   2   0   3   1   2   0
   1   3   0   0   2   2   3   1   0   2   1   1   1   0   2   1   2   0
   0   0   1   1   1   1   2   2   0   1   2   0   2   1   2  28   4  15
   8  61   2   0   5   3   2   0   4   2   0   1   4  21   8   5   0   0
   7   3   0   2   7   0]"
"[ 0  1  1  0  0  0  0  1  1  0  1  0  0  0  0  1  0  1  0  1  0  1  1  1
  0  1  1  0  1  0  1  0  0  1  1  1  0  0  0  1  1  0  0  1  0  1  1  0
  0  0  0  1  0  0  1  1  1  0  1  0  0  0  1  1  0  1  1  1  1  0  1  0
  0  0  0  0  1 19  2 57 23  0  3  1  2  1  3  3  0  1  1  0  2  2  2  0
  3  1  2  3  2  0  3  0  2  0  2  0  1  2  3  2  2  0  2  2  2  3  1  0
  3  0  1  2  2  0  1  3  0  0  2  2  3  1  3  2  3  2  1  0  0  0  1  0
  0  0  1  1  0  0  2  0  0  1  2  0  2  1  2  8  4 12  8 41  2  0  5  3
  1  0  6  2  2  3  5 12 14  9  0  0 15  2  0  2  7  0]"
"[  0   1   1   0   0   0   1   0   0   1   1   0   0   0   0   1   0   0
   0   1   0   1   0   1   1   0   1   0   1   0   1   0   0   0   0   1
   1   0   0   1   1   0   1   0   0   1   0   0   1   0   0   1   0   0
   0   0   0   0   1   1   1   0   1   0   1   1   1   1   1   0   0   0
   0   0   1   0   1  19  28 123  97   0   0   2   0   1   1   1   0   0
   1   3   2   2   2   0   3   3   3   3   0   0   0   0   2   3   2   2
   1   2   0   2   0   3   1   0   2   2   1   0   3   0   0   2   3   2
   1   0   0   0   2   2   3   1   0   1   3   1   1   1   1   1   0   0
   0   2   1   1   2   1   2   1   0   1   0   0   2   1   2  31   0  16
   8  43   1   0   5   3   1   2   4   2   3  10   2  28  13  17   0   0
   8   0   0   0   4   3]"
"[  0   1   1   0   0   0   1   1   0   1   1   0   0   0   0   1   0   0
   0   1   0   1   1   1   1   1   0   0   1   0   1   1   0   0   0   1
   1   0   0   1   1   1   0   0   0   1   0   0   1   0   0   1   0   0
   1   0   0   0   1   1   0   0   1   1   1   1   1   0   1   0   1   0
   0   0   1   0   1  19   2 173  57   0   0   0   3   1   1   3   0   0
   1   3   2   2   2   0   3   0   3   3   3   3   0   2   1   3   1   2
   1   2   1   3   0   3   0   3   2   1   1   0   3   0   0   1   2   3
   1   1   2   2   0   1   1   1   0   3   1   1   1   1   1   2   0   0
   0   2   0   2   2   0   1   2   0   1   0   0   2   1   2  14   0  24
   1  54   2   0   2   1   1   2   4   3   3   2   2   3  14  14   0   0
   2   2   3   0   4   1]"
"[ 1  1  1  0  1  0  1  1  0  1  1  0  1  0  0  1  0  0  0  1  0  1  1  1
  1  0  0  0  1  0  1  1  0  0  0  1  1  0  0  1  0  0  1  0  0  1  0  1
  1  0  0  1  0  0  1  1  0  0  1  1  0  0  0  0  1  1  1  1  0  0  1  0
  1  0  1  0  1 19 20 34  0  3  0  3  3  1  2  1  0  0  1  3  2  2  2  3
  3  1  1  3  3  3  1  0  1  3  2  2  1  2  3  3  0  3  2  3  2  0  1  0
  2  0  2  1  2  3  3  0  0  2  2  2  3  2  0  2  1  1  1  1  1  2  1  0
  0  0  0  1  2  2  2  0  1  0  0  0  2  1  2  8  7 24 14 54  2  0  2  3
  1  3  5  2  2  2  4  7 14 24  3  0  2  2  0  0  4  3]"
"[ 1  1  1  0  0  0  1  1  0  1  1  0  0  1  0  1  0  0  0  1  0  1  0  0
  0  0  0  0  1  0  1  1  0  0  1  1  1  0  0  1  1  0  1  0  0  1  0  1
  1  0  0  1  0  0  0  0  1  0  0  0  1  0  1  1  1  1  1  1  1  0  0  0
  0  0  1  0  1 15  2 31  5  0  0  0  1  1  1  3  0  0  1  3  2  0  2  0
  3  0  1  3  3  3  0  1  1  3  2  2  1  2  3  3  0  3  3  0  2  1  1  3
  1  0  0  2  2  1  1  0  0  2  2  2  1  1  0  1  1  1  0  1  1  2  0  0
  0  1  0  1  1  2  2  2  1  0  0  0  2  1  2  8  4 24 14 54  2  0  2  3
  2  2  0  2  1 15  5  1 14 18  0  0  3  2  0  0  4  1]"
"[  1   1   1   0   1   0   1   1   0   1   1   0   1   1   0   1   0   0
   0   1   0   1   0   1   0   0   0   0   1   0   1   0   0   0   0   1
   1   0   0   1   0   0   1   0   1   1   0   0   1   1   1   1   0   0
   1   1   1   1   0   1   0   0   1   1   1   1   1   1   1   0   1   1
   1   0   1   0   1  10  21 179   8   0   0   3   3   1   1   3   0   0
   2   3   3   0   2   3   3   2   0   3   3   3   2   2   2   3   1   2
   1   2   3   3   0   3   3   3   2   3   1   3   2   3   2   2   2   3
   1   0   3   2   2   3   1   2   0   1   3   1   1   1   1   1   1   0
   0   1   0   1   2   1   2   1   1   2   0   0   1   1   2  11   7  24
  14   7   2   0  13   3   2   2   6   3   2  11   4  12   1  51   1   0
   3   0   0   2   4   3]"
"[  1   1   1   0   1   0   1   1   0   1   1   0   1   1   0   1   0   0
   0   1   0   1   0   1   1   0   0   0   1   0   1   1   0   0   0   1
